Transaction ID,Date,Customer ID,Gender,Age,Product Category,Product Name,Quantity,Price per Unit,Total Amount,Region
100615,2023-12-05,C2615,Female,30.0,Home & Kitchen,Cotton Bedsheet Set,1,4129,4129,West
100616,2024-10-09,C2616,Male,45.0,Beauty,Lipstick Set,3,387,1161,East
100617,2024-05-10,C2617,Female,27.0,Clothing,Denim Jeans,1,3526,3526,North
100618,2023-12-31,C2618,Female,43.0,Clothing,Sneakers,1,491,491,North
100619,2023-12-08,C2619,Female,41.0,Electronics,Smartwatch,1,5300,5300,West
100620,2024-05-14,C2620,Male,43.0,Home & Kitchen,LED Table Lamp,2,796,1592,North
100621,2024-10-18,C2621,Male,22.0,Electronics,Smartphone Case,1,13721,13721,West
100622,2024-05-25,C2622,Male,45.0,Home & Kitchen,Non-stick Pan,1,4861,4861,West
100623,2023-11-23,C2623,Female,45.0,Beauty,Shampoo 500ml,3,1254,3762,North
100624,2023-08-05,C2624,Male,18.0,Clothing,Denim Jeans,1,3242,3242,North
100625,2023-10-28,C2625,Male,26.0,Home & Kitchen,Ceramic Mug Set,2,1123,2246,East
100626,2023-05-12,C2626,Male,18.0,Clothing,Sneakers,2,2583,5166,East
100627,2023-03-11,C2627,Female,34.0,Electronics,USB-C Cable,1,6761,6761,North
100628,2023-09-09,C2628,Male,34.0,Beauty,Lipstick Set,1,1736,1736,East
100629,2024-02-19,C2629,Female,39.0,Electronics,Wireless Earbuds,1,8919,8919,South
100630,2024-03-20,C2630,Female,35.0,Home & Kitchen,LED Table Lamp,1,359,359,South
100631,2023-07-01,C2631,Male,33.0,Home & Kitchen,Non-stick Pan,1,2167,2167,East
100632,2023-06-16,C2632,Male,51.0,Beauty,Face Moisturizer,2,679,1358,West
100633,2023-04-01,C2633,Female,18.0,Clothing,Women's Dress,1,2435,2435,West
100634,2024-12-14,C2634,Female,37.0,Electronics,USB-C Cable,4,993,3972,East
100635,2024-06-14,C2635,Female,45.0,Clothing,Denim Jeans,2,1161,2322,East
100636,2023-02-08,C2636,Male,43.0,Clothing,Men's T-Shirt,1,845,845,East
100637,2023-05-06,C2637,Female,33.0,Beauty,Sunscreen SPF50,1,1432,1432,South
100638,2024-03-26,C2638,Female,49.0,Clothing,Winter Jacket,3,1431,4293,North
100639,2023-06-22,C2639,Female,18.0,Home & Kitchen,LED Table Lamp,2,503,1006,South
100640,2024-10-14,C2640,Male,43.0,Groceries,Instant Noodles Pack,1,894,894,South
100641,2023-08-08,C2641,Female,28.0,Beauty,Perfume 100ml,2,404,808,North
100642,2024-09-29,C2642,Female,33.0,Clothing,Winter Jacket,1,325,325,North
100643,2023-02-27,C2643,Male,35.0,Clothing,Sneakers,1,3515,3515,West
100644,2024-10-21,C2644,Male,34.0,Home & Kitchen,Ceramic Mug Set,1,4702,4702,South
100645,2024-04-20,C2645,Female,27.0,Beauty,Perfume 100ml,2,346,692,North
100646,2024-03-31,C2646,Male,,Clothing,Sneakers,2,2937,5874,North
100647,2023-12-27,C2647,Female,22.0,Beauty,Sunscreen SPF50,3,1856,5568,East
100648,2023-01-01,C2648,Male,47.0,Electronics,Bluetooth Speaker,1,3369,3369,South
100649,2024-01-22,C2649,Female,28.0,Groceries,Cooking Oil 1L,2,1136,2272,South
100650,2023-12-14,C2650,Male,38.0,Beauty,Sunscreen SPF50,1,578,578,North
100651,2023-07-09,C2651,Female,31.0,Clothing,Men's T-Shirt,1,2715,2715,West
100652,2024-05-19,C2652,Female,31.0,Beauty,Lipstick Set,1,2491,2491,East
100653,2023-07-10,C2653,Female,29.0,Electronics,Wireless Earbuds,2,1046,2092,South
100654,2024-05-22,C2654,Female,40.0,Home & Kitchen,Cotton Bedsheet Set,1,4272,4272,West
100655,2024-01-04,C2655,Male,52.0,Groceries,Almonds 500g,3,527,1581,West
100656,2024-02-13,C2656,Female,44.0,Home & Kitchen,LED Table Lamp,2,837,1674,North
100657,2023-04-27,C2657,Female,31.0,Home & Kitchen,Ceramic Mug Set,1,2448,2448,South
100658,2023-05-14,C2658,Male,30.0,Clothing,Women's Dress,2,702,1404,South
100659,2023-02-27,C2659,Male,31.0,Home & Kitchen,Ceramic Mug Set,1,4082,4082,South
100660,2024-07-09,C2660,Female,53.0,Groceries,Instant Noodles Pack,1,1041,1041,West
100661,2024-11-15,C2661,Female,30.0,Electronics,Wireless Earbuds,2,12806,25612,East
100662,2024-11-02,C2662,Male,19.0,Electronics,Wireless Earbuds,2,4445,8890,North
100663,2023-06-22,C2663,Male,55.0,Home & Kitchen,Non-stick Pan,1,695,695,South
100664,2023-05-29,C2664,Female,46.0,Clothing,Women's Dress,1,2148,2148,West
100665,2023-03-21,C2665,Female,18.0,Groceries,Almonds 500g,1,743,743,North
100666,2023-08-01,C2666,Male,25.0,Clothing,Formal Shirt,3,318,954,North
100667,2023-07-22,C2667,Male,35.0,Clothing,Formal Shirt,1,2303,2303,North
100668,2023-08-17,C2668,Male,39.0,Clothing,Formal Shirt,1,3320,3320,West
100669,2024-11-06,C2669,Male,47.0,Beauty,Lipstick Set,4,1190,4760,South
100670,2023-08-15,C2670,Female,33.0,Home & Kitchen,Cotton Bedsheet Set,2,4768,9536,North
100671,2024-10-20,C2671,Male,32.0,Clothing,Women's Dress,4,1079,4316,West
100672,2024-06-15,C2672,Male,33.0,Home & Kitchen,Non-stick Pan,2,1561,3122,West
100673,2024-03-16,C2673,Female,50.0,Beauty,Shampoo 500ml,1,2306,2306,North
100674,2024-02-06,C2674,Female,36.0,Electronics,Smartwatch,1,14257,14257,East
100675,2023-02-16,C2675,Female,28.0,Groceries,Cooking Oil 1L,2,871,1742,East
100676,2023-08-21,C2676,Female,26.0,Clothing,Winter Jacket,1,2858,2858,East
100677,2023-11-01,C2677,Female,38.0,Beauty,Perfume 100ml,2,2364,4728,South
100678,2024-06-09,C2678,Male,32.0,Clothing,Denim Jeans,1,3530,3530,South
100679,2023-05-23,C2679,Male,28.0,Clothing,Winter Jacket,3,1943,5829,South
100680,2024-02-19,C2680,Female,46.0,Groceries,Cooking Oil 1L,2,512,1024,East
100681,2024-05-27,C2681,Female,44.0,Electronics,Smartphone Case,1,4357,4357,South
100682,2024-01-08,C2682,Male,29.0,Clothing,Formal Shirt,2,3728,7456,West
100683,2024-07-19,C2683,Female,30.0,Electronics,USB-C Cable,1,5552,5552,South
100684,2023-09-16,C2684,Male,23.0,Electronics,Wireless Earbuds,1,8690,8690,South
100685,2024-10-17,C2685,Female,41.0,Clothing,Winter Jacket,2,1806,3612,North
100686,2024-04-15,C2686,Female,39.0,Electronics,Smartwatch,1,3927,3927,West
100687,2023-01-12,C2687,Male,38.0,Clothing,Men's T-Shirt,1,1564,1564,East
100688,2023-11-26,C2688,Female,25.0,Electronics,USB-C Cable,1,14459,14459,West
100689,2023-12-24,C2689,Female,45.0,Clothing,Women's Dress,4,1904,7616,West
100690,2024-02-12,C2690,Female,39.0,Electronics,Power Bank,1,2348,2348,East
100691,2024-10-29,C2691,Female,26.0,Electronics,Bluetooth Speaker,1,9514,9514,North
100692,2024-01-08,C2692,Male,29.0,Beauty,Perfume 100ml,1,988,988,South
100693,2023-01-08,C2693,Female,35.0,Beauty,Face Moisturizer,1,1264,1264,South
100694,2023-05-02,C2694,Female,54.0,Groceries,Almonds 500g,1,418,418,South
100695,2023-12-14,C2695,Male,44.0,Beauty,Lipstick Set,1,1978,1978,South
100696,2024-11-06,C2696,Female,18.0,Beauty,Lipstick Set,1,1473,1473,North
100697,2023-03-31,C2697,Male,56.0,Beauty,Sunscreen SPF50,1,2032,2032,East
100698,2024-10-09,C2698,Male,35.0,Electronics,Smartphone Case,2,4058,8116,West
100699,2024-11-28,C2699,Female,40.0,Home & Kitchen,Cotton Bedsheet Set,2,598,1196,North
100700,2023-11-12,C2700,Female,18.0,Clothing,Formal Shirt,1,2411,2411,North
100701,2023-06-27,C2701,Male,22.0,Electronics,Smartphone Case,2,9438,18876,East
100702,2024-06-23,C2702,Male,45.0,Groceries,Basmati Rice 5kg,2,645,1290,East
100703,2023-02-10,C2703,Female,28.0,Clothing,Sneakers,2,1511,3022,West
100704,2024-12-04,C2704,Male,45.0,Electronics,USB-C Cable,1,848,848,East
100705,2024-05-16,C2705,Female,39.0,Home & Kitchen,Storage Organizer,1,4616,4616,North
100706,2023-05-25,C2706,Male,25.0,Beauty,Perfume 100ml,2,674,1348,East
100707,2023-07-20,C2707,Female,33.0,Home & Kitchen,LED Table Lamp,1,4703,4703,West
100708,2024-12-24,C2708,Male,31.0,Electronics,Power Bank,2,9477,18954,South
100709,2024-04-05,C2709,Male,46.0,Beauty,Lipstick Set,2,651,1302,North
100710,2024-07-11,C2710,Female,,Electronics,Smartwatch,3,14536,43608,South
100711,2024-06-30,C2711,Male,37.0,Clothing,Denim Jeans,1,3973,3973,North
100712,2023-09-10,C2712,Female,44.0,Home & Kitchen,Ceramic Mug Set,2,3968,7936,South
100713,2024-01-25,C2713,Male,21.0,Home & Kitchen,Cotton Bedsheet Set,4,3747,14988,North
100714,2024-08-16,C2714,Female,43.0,Home & Kitchen,Ceramic Mug Set,1,814,814,North
100715,2023-09-13,C2715,Male,39.0,Home & Kitchen,Storage Organizer,1,3530,3530,North
100716,2024-12-09,C2716,Female,40.0,Groceries,Basmati Rice 5kg,1,95,95,North
100717,2024-03-25,C2717,Male,19.0,Clothing,Women's Dress,2,2887,5774,North
100718,2023-01-10,C2718,Female,50.0,Home & Kitchen,Cotton Bedsheet Set,1,1544,1544,South
100719,2023-08-30,C2719,Male,39.0,Clothing,Denim Jeans,1,1398,1398,South
100720,2023-09-08,C2720,Female,39.0,Clothing,Denim Jeans,1,2354,2354,North
100721,2023-01-05,C2721,Female,20.0,Beauty,Sunscreen SPF50,3,1201,3603,South
100722,2023-04-29,C2722,Female,60.0,Electronics,Smartwatch,1,2840,2840,North
100723,2024-01-09,C2723,Male,63.0,Clothing,Denim Jeans,2,2704,5408,North
100724,2023-03-06,C2724,Female,,Groceries,Instant Noodles Pack,1,963,963,East
100725,2023-05-26,C2725,Female,46.0,Electronics,Smartwatch,1,13872,13872,East
100726,2023-08-12,C2726,Female,22.0,Home & Kitchen,Non-stick Pan,1,4521,4521,West
100727,2023-08-27,C2727,Male,42.0,Electronics,Bluetooth Speaker,2,12657,25314,East
100728,2023-06-26,C2728,Male,41.0,Clothing,Winter Jacket,1,3708,3708,West
100729,2023-10-09,C2729,Female,33.0,Electronics,Wireless Earbuds,1,4995,4995,South
100730,2023-03-04,C2730,Female,33.0,Electronics,Smartphone Case,2,7333,14666,East
100731,2023-08-05,C2731,Female,30.0,Electronics,USB-C Cable,2,874,1748,South
100732,2024-11-19,C2732,Male,32.0,Beauty,Sunscreen SPF50,1,2452,2452,East
100733,2024-04-05,C2733,Male,25.0,Electronics,USB-C Cable,2,10916,21832,West
100734,2024-09-01,C2734,Male,26.0,Groceries,Basmati Rice 5kg,1,591,591,North
100735,2023-04-15,C2735,Female,40.0,Electronics,Smartphone Case,4,13517,54068,East
100736,2023-04-09,C2736,Female,43.0,Groceries,Green Tea Box,2,858,1716,North
100737,2024-05-25,C2737,Female,41.0,Clothing,Sneakers,1,3159,3159,West
100738,2024-01-20,C2738,Male,18.0,Clothing,Women's Dress,1,3442,3442,North
100739,2024-02-09,C2739,Female,41.0,Beauty,Sunscreen SPF50,1,2385,2385,West
100740,2024-06-01,C2740,Male,25.0,Clothing,Women's Dress,1,1677,1677,East
100741,2024-04-20,C2741,Male,26.0,Clothing,Women's Dress,1,1652,1652,East
100742,2024-12-09,C2742,Female,35.0,Beauty,Shampoo 500ml,2,477,954,South
100743,2024-10-06,C2743,Female,39.0,Beauty,Lipstick Set,1,316,316,North
100744,2024-03-12,C2744,Male,28.0,Groceries,Basmati Rice 5kg,1,840,840,South
100745,2023-01-23,C2745,Female,22.0,Electronics,Wireless Earbuds,1,3822,3822,East
100746,2024-07-18,C2746,Female,18.0,Clothing,Denim Jeans,2,416,832,East
100747,2024-11-07,C2747,Female,18.0,Groceries,Cooking Oil 1L,1,707,707,South
100748,2024-12-14,C2748,Female,22.0,Electronics,Smartwatch,1,7013,7013,West
100749,2024-04-02,C2749,Male,18.0,Beauty,Shampoo 500ml,1,604,604,West
100750,2023-03-24,C2750,Male,46.0,Clothing,Women's Dress,2,550,1100,West
100751,2023-05-25,C2751,Male,32.0,Groceries,Green Tea Box,1,1072,1072,West
100752,2023-03-26,C2752,Female,39.0,Clothing,Men's T-Shirt,2,3581,7162,North
100753,2023-03-19,C2753,Female,22.0,Home & Kitchen,Ceramic Mug Set,4,3925,15700,West
100754,2024-04-01,C2754,Female,38.0,Electronics,Smartphone Case,1,3970,3970,North
100755,2023-01-01,C2755,Male,45.0,Electronics,Wireless Earbuds,1,10857,10857,East
100756,2023-02-20,C2756,Male,37.0,Clothing,Women's Dress,2,2206,4412,West
100757,2024-11-15,C2757,Female,24.0,Beauty,Sunscreen SPF50,2,1578,3156,North
100758,2024-12-17,C2758,Female,39.0,Beauty,Perfume 100ml,1,1190,1190,North
100759,2024-03-21,C2759,Male,40.0,Home & Kitchen,Ceramic Mug Set,1,4612,4612,East
100760,2024-03-24,C2760,Male,41.0,Clothing,Men's T-Shirt,1,3545,3545,East
100761,2024-05-02,C2761,Male,35.0,Home & Kitchen,Ceramic Mug Set,3,590,1770,South
100762,2023-02-03,C2762,Female,20.0,Electronics,Smartphone Case,1,10648,10648,East
100763,2023-12-14,C2763,Male,33.0,Electronics,Power Bank,1,8527,8527,West
100764,2023-04-05,C2764,Male,37.0,Clothing,Sneakers,1,1528,1528,West
100765,2023-03-13,C2765,Female,24.0,Electronics,Smartwatch,2,3063,6126,South
100766,2024-07-04,C2766,Female,40.0,Electronics,USB-C Cable,1,8969,8969,North
100767,2023-06-03,C2767,Female,29.0,Home & Kitchen,LED Table Lamp,1,1259,1259,North
100768,2023-09-07,C2768,Male,36.0,Electronics,Wireless Earbuds,2,14065,28130,North
100769,2024-11-04,C2769,Male,45.0,Clothing,Women's Dress,2,3104,6208,South
100770,2024-03-13,C2770,Female,18.0,Home & Kitchen,Non-stick Pan,1,3300,3300,West
100771,2023-04-28,C2771,Female,42.0,Clothing,Sneakers,2,2793,5586,West
100772,2023-11-02,C2772,Female,42.0,Clothing,Men's T-Shirt,3,2273,6819,South
100773,2023-09-25,C2773,Female,26.0,Clothing,Winter Jacket,4,643,2572,South
100774,2023-02-23,C2774,Male,39.0,Electronics,Power Bank,1,12944,12944,South
100775,2023-08-24,C2775,Male,18.0,Clothing,Men's T-Shirt,2,2575,5150,North
100776,2024-01-24,C2776,Male,21.0,Clothing,Denim Jeans,2,1389,2778,South
100777,2024-02-05,C2777,Female,42.0,Clothing,Men's T-Shirt,3,3160,9480,North
100778,2024-09-15,C2778,Female,40.0,Home & Kitchen,LED Table Lamp,2,1016,2032,North
100779,2023-10-30,C2779,Male,30.0,Electronics,USB-C Cable,1,1295,1295,East
100780,2023-07-26,C2780,Male,33.0,Home & Kitchen,Cotton Bedsheet Set,3,587,1761,South
100781,2023-08-17,C2781,Male,43.0,Electronics,Smartwatch,2,12530,25060,North
100782,2024-07-31,C2782,Female,27.0,Clothing,Denim Jeans,2,3867,7734,East
100783,2023-03-16,C2783,Male,37.0,Beauty,Sunscreen SPF50,2,1799,3598,South
100784,2024-03-10,C2784,Female,18.0,Beauty,Perfume 100ml,1,208,208,North
100785,2023-04-13,C2785,Female,28.0,Groceries,Instant Noodles Pack,2,1071,2142,South
100786,2024-02-26,C2786,Female,56.0,Beauty,Shampoo 500ml,1,1866,1866,North
100787,2024-12-04,C2787,Female,34.0,Home & Kitchen,Cotton Bedsheet Set,2,4021,8042,North
100788,2023-11-02,C2788,Male,37.0,Home & Kitchen,Ceramic Mug Set,1,1095,1095,East
100789,2023-04-08,C2789,Female,18.0,Clothing,Denim Jeans,1,3196,3196,South
100790,2023-12-01,C2790,Male,34.0,Beauty,Shampoo 500ml,2,1410,2820,South
100791,2024-03-10,C2791,Male,53.0,Electronics,Smartwatch,1,5872,5872,South
100792,2024-03-22,C2792,Male,34.0,Electronics,Bluetooth Speaker,1,9220,9220,North
100793,2023-11-04,C2793,Male,44.0,Home & Kitchen,LED Table Lamp,1,4043,4043,West
100794,2023-09-06,C2794,Female,29.0,Home & Kitchen,Ceramic Mug Set,2,1242,2484,South
100795,2023-06-15,C2795,Male,22.0,Electronics,Smartphone Case,1,3783,3783,South
100796,2024-04-25,C2796,Female,28.0,Electronics,Smartwatch,1,5381,5381,East
100797,2023-12-01,C2797,Male,48.0,Groceries,Green Tea Box,1,416,416,West
100798,2024-06-25,C2798,Female,35.0,Beauty,Shampoo 500ml,1,1068,1068,East
100799,2023-04-16,C2799,Female,24.0,Home & Kitchen,LED Table Lamp,1,2470,2470,East
100800,2024-07-16,C2800,Male,33.0,Electronics,Bluetooth Speaker,2,9326,18652,South
100801,2023-03-22,C2801,Male,31.0,Beauty,Sunscreen SPF50,2,1891,3782,North
100802,2023-05-13,C2802,Female,41.0,Home & Kitchen,Cotton Bedsheet Set,1,4143,4143,West
100803,2023-05-18,C2803,Female,30.0,Beauty,Lipstick Set,1,1887,1887,East
100804,2023-07-03,C2804,Male,36.0,Electronics,USB-C Cable,1,7973,7973,East
100805,2024-02-05,C2805,Female,47.0,Home & Kitchen,Non-stick Pan,1,2073,2073,South
100806,2023-11-26,C2806,Male,32.0,Groceries,Cooking Oil 1L,1,136,136,West
100807,2024-05-22,C2807,Female,37.0,Groceries,Almonds 500g,2,991,1982,South
100808,2023-03-10,C2808,Male,18.0,Home & Kitchen,Cotton Bedsheet Set,1,1575,1575,South
100809,2024-06-29,C2809,Female,23.0,Beauty,Perfume 100ml,2,2051,4102,North
100810,2023-02-22,C2810,Female,31.0,Electronics,USB-C Cable,1,6124,6124,East
100811,2024-03-25,C2811,Male,34.0,Clothing,Men's T-Shirt,1,2586,2586,North
100812,2023-07-24,C2812,Male,33.0,Groceries,Green Tea Box,2,970,1940,North
100813,2023-05-06,C2813,Male,36.0,Clothing,Formal Shirt,2,3731,7462,East
100814,2023-02-12,C2814,Female,46.0,Groceries,Almonds 500g,1,894,894,West
100815,2023-04-21,C2815,Female,39.0,Groceries,Instant Noodles Pack,4,1166,4664,North
100816,2024-10-24,C2816,Male,40.0,Electronics,Bluetooth Speaker,1,9865,9865,West
100817,2023-07-02,C2817,Male,33.0,Clothing,Winter Jacket,2,3799,7598,South
100818,2023-04-05,C2818,Male,48.0,Clothing,Winter Jacket,2,1978,3956,East
100819,2024-01-09,C2819,Female,34.0,Clothing,Formal Shirt,1,1656,1656,East
100820,2024-06-03,C2820,Female,42.0,Groceries,Cooking Oil 1L,2,717,1434,East
100821,2023-12-26,C2821,Female,37.0,Clothing,Formal Shirt,2,3920,7840,South
100822,2024-11-26,C2822,Male,55.0,Beauty,Perfume 100ml,2,2179,4358,West
100823,2023-10-08,C2823,Female,18.0,Clothing,Winter Jacket,2,1180,2360,West
100824,2023-07-14,C2824,Male,45.0,Beauty,Face Moisturizer,2,315,630,North
100825,2023-07-14,C2825,Male,24.0,Electronics,Wireless Earbuds,1,10950,10950,South
100826,2024-10-28,C2826,Female,26.0,Groceries,Cooking Oil 1L,2,567,1134,North
100827,2023-04-03,C2827,Female,33.0,Clothing,Formal Shirt,2,1715,3430,South
100828,2024-11-02,C2828,Male,51.0,Electronics,Bluetooth Speaker,1,9835,9835,South
100829,2023-03-02,C2829,Female,46.0,Groceries,Instant Noodles Pack,1,1119,1119,North
100830,2024-09-25,C2830,Female,34.0,Beauty,Sunscreen SPF50,1,2059,2059,West
100831,2023-02-20,C2831,Female,26.0,Groceries,Basmati Rice 5kg,1,72,72,North
100832,2024-02-07,C2832,Female,41.0,Beauty,Shampoo 500ml,1,1591,1591,West
100833,2023-01-05,C2833,Male,37.0,Clothing,Women's Dress,2,2566,5132,West
100834,2024-04-10,C2834,Female,38.0,Home & Kitchen,LED Table Lamp,1,1087,1087,South
100835,2024-08-26,C2835,Female,36.0,Electronics,Smartwatch,2,5447,10894,South
100836,2024-11-12,C2836,Female,32.0,Beauty,Shampoo 500ml,4,933,3732,South
100837,2024-06-17,C2837,Male,39.0,Home & Kitchen,Storage Organizer,1,1127,1127,South
100838,2024-02-09,C2838,Male,40.0,Clothing,Winter Jacket,1,836,836,East
100839,2024-05-27,C2839,Female,34.0,Groceries,Green Tea Box,1,84,84,East
100840,2024-10-06,C2840,Female,38.0,Groceries,Green Tea Box,2,393,786,South
100841,2023-08-21,C2841,Female,38.0,Electronics,Power Bank,2,10374,20748,North
100842,2024-06-07,C2842,Male,45.0,Electronics,Bluetooth Speaker,1,10012,10012,South
100843,2023-12-12,C2843,Female,29.0,Groceries,Instant Noodles Pack,1,664,664,South
100844,2023-02-15,C2844,Female,18.0,Electronics,Smartphone Case,1,2521,2521,South
100845,2024-06-29,C2845,Male,41.0,Groceries,Basmati Rice 5kg,1,676,676,East
100846,2023-03-19,C2846,Male,38.0,Home & Kitchen,Non-stick Pan,1,4685,4685,North
100847,2024-12-30,C2847,Female,18.0,Clothing,Women's Dress,1,897,897,South
100848,2023-03-14,C2848,Male,19.0,Beauty,Perfume 100ml,1,649,649,East
100849,2023-09-06,C2849,Female,47.0,Beauty,Face Moisturizer,1,377,377,West
100850,2023-02-16,C2850,Female,29.0,Home & Kitchen,Storage Organizer,1,769,769,East
100851,2023-05-01,C2851,Male,36.0,Clothing,Denim Jeans,2,2224,4448,West
100852,2023-08-02,C2852,Female,42.0,Clothing,Denim Jeans,1,3690,3690,North
100853,2023-08-27,C2853,Female,31.0,Home & Kitchen,Cotton Bedsheet Set,1,2474,2474,West
100854,2023-02-25,C2854,Male,27.0,Electronics,Wireless Earbuds,1,13289,13289,North
100855,2023-12-16,C2855,Female,40.0,Beauty,Sunscreen SPF50,1,583,583,North
100856,2023-04-17,C2856,Female,47.0,Clothing,Women's Dress,1,2523,2523,East
100857,2023-02-17,C2857,Male,41.0,Groceries,Cooking Oil 1L,2,828,1656,East
100858,2024-07-26,C2858,Female,58.0,Clothing,Winter Jacket,1,2124,2124,North
100859,2023-12-03,C2859,Female,24.0,Clothing,Women's Dress,2,2094,4188,East
100860,2023-01-26,C2860,Female,19.0,Electronics,Bluetooth Speaker,1,13715,13715,South
100861,2023-09-14,C2861,Female,30.0,Clothing,Women's Dress,1,3341,3341,North
100862,2023-01-08,C2862,Male,29.0,Electronics,Power Bank,1,13377,13377,West
100863,2024-09-16,C2863,Male,47.0,Clothing,Winter Jacket,1,1089,1089,West
100864,2023-09-10,C2864,Male,19.0,Electronics,Smartwatch,2,12778,25556,South
100865,2024-11-22,C2865,Male,41.0,Beauty,Face Moisturizer,1,1096,1096,South
100866,2024-12-19,C2866,Male,,Beauty,Lipstick Set,1,536,536,East
100867,2023-10-30,C2867,Male,41.0,Home & Kitchen,LED Table Lamp,2,3692,7384,East
100868,2024-09-30,C2868,Male,28.0,Clothing,Men's T-Shirt,1,1042,1042,West
100869,2023-02-25,C2869,Female,18.0,Home & Kitchen,Storage Organizer,1,2165,2165,North
100870,2024-12-26,C2870,Female,24.0,Electronics,Smartwatch,1,1673,1673,South
100871,2024-06-09,C2871,Male,32.0,Electronics,Power Bank,1,1170,1170,West
100872,2024-04-18,C2872,Male,32.0,Clothing,Men's T-Shirt,1,2561,2561,North
100873,2023-01-28,C2873,Male,49.0,Groceries,Almonds 500g,2,814,1628,West
100874,2023-03-19,C2874,Female,36.0,Electronics,Bluetooth Speaker,2,8514,17028,East
100875,2023-08-04,C2875,Male,33.0,Electronics,Bluetooth Speaker,1,14728,14728,South
100876,2024-01-21,C2876,Female,22.0,Beauty,Perfume 100ml,1,1335,1335,North
100877,2023-12-31,C2877,Female,23.0,Electronics,Smartphone Case,2,12412,24824,South
100878,2024-10-27,C2878,Female,35.0,Beauty,Lipstick Set,1,1201,1201,West
100879,2024-06-09,C2879,Female,27.0,Electronics,Power Bank,1,13937,13937,North
100880,2024-11-29,C2880,Male,,Clothing,Sneakers,1,3247,3247,West
100881,2023-11-08,C2881,Male,28.0,Groceries,Basmati Rice 5kg,1,366,366,North
100882,2023-01-07,C2882,Female,27.0,Electronics,Power Bank,1,1339,1339,South
100883,2023-01-03,C2883,Male,30.0,Electronics,Bluetooth Speaker,1,5887,5887,South
100884,2024-09-14,C2884,Female,35.0,Home & Kitchen,Non-stick Pan,1,1166,1166,West
100885,2023-12-29,C2885,Female,29.0,Clothing,Men's T-Shirt,1,1377,1377,East
100886,2024-05-22,C2886,Female,24.0,Home & Kitchen,Storage Organizer,1,292,292,North
100887,2023-10-01,C2887,Female,42.0,Clothing,Winter Jacket,4,883,3532,North
100888,2024-05-20,C2888,Male,37.0,Clothing,Women's Dress,3,3485,10455,South
100889,2023-01-15,C2889,Male,26.0,Beauty,Lipstick Set,1,1527,1527,West
100890,2023-07-11,C2890,Female,46.0,Electronics,Smartphone Case,1,8412,8412,South
100891,2024-09-22,C2891,Female,18.0,Groceries,Cooking Oil 1L,1,580,580,North
100892,2024-04-29,C2892,Female,34.0,Electronics,Power Bank,1,10721,10721,North
100893,2023-01-28,C2893,Female,40.0,Beauty,Lipstick Set,2,446,892,North
100894,2024-12-14,C2894,Male,34.0,Clothing,Women's Dress,1,2452,2452,West
100895,2023-02-08,C2895,Female,25.0,Electronics,Smartwatch,1,3311,3311,East
100896,2023-09-30,C2896,Female,22.0,Clothing,Sneakers,3,2586,7758,North
100897,2023-08-19,C2897,Female,33.0,Home & Kitchen,LED Table Lamp,1,4280,4280,West
100898,2023-03-27,C2898,Male,38.0,Beauty,Shampoo 500ml,1,1003,1003,South
100899,2024-04-18,C2899,Male,37.0,Clothing,Sneakers,1,1599,1599,South
100900,2023-05-06,C2900,Male,37.0,Electronics,USB-C Cable,3,12999,38997,North
100901,2024-06-20,C2901,Female,36.0,Home & Kitchen,Storage Organizer,1,4550,4550,South
100902,2023-05-25,C2902,Male,18.0,Clothing,Women's Dress,1,2898,2898,East
100903,2024-06-08,C2903,Female,31.0,Clothing,Formal Shirt,1,2036,2036,East
100904,2023-07-31,C2904,Male,26.0,Electronics,Wireless Earbuds,2,8125,16250,West
100905,2023-01-25,C2905,Male,42.0,Electronics,Power Bank,2,8431,16862,South
100906,2024-08-02,C2906,Female,53.0,Clothing,Men's T-Shirt,1,1612,1612,West
100907,2024-01-29,C2907,Female,26.0,Home & Kitchen,Storage Organizer,1,3551,3551,West
100908,2023-03-08,C2908,Male,38.0,Clothing,Sneakers,2,1284,2568,South
100909,2023-08-21,C2909,Female,24.0,Home & Kitchen,Non-stick Pan,2,3664,7328,North
100910,2023-04-19,C2910,Male,53.0,Home & Kitchen,Ceramic Mug Set,3,3002,9006,West
100911,2023-05-26,C2911,Male,43.0,Clothing,Men's T-Shirt,1,1094,1094,South
100912,2023-04-21,C2912,Male,25.0,Home & Kitchen,Ceramic Mug Set,1,2408,2408,North
100913,2023-08-16,C2913,Male,26.0,Home & Kitchen,LED Table Lamp,1,2576,2576,North
100914,2023-04-21,C2914,Male,24.0,Groceries,Green Tea Box,1,1125,1125,West
100915,2024-04-14,C2915,Female,46.0,Home & Kitchen,Ceramic Mug Set,1,1895,1895,North
100916,2023-02-03,C2916,Female,46.0,Electronics,Wireless Earbuds,1,5043,5043,West
100917,2024-09-14,C2917,Female,32.0,Groceries,Instant Noodles Pack,2,586,1172,South
100918,2024-01-04,C2918,Female,41.0,Beauty,Lipstick Set,3,1262,3786,North
100919,2024-08-17,C2919,Male,40.0,Clothing,Sneakers,1,3854,3854,South
100920,2024-07-07,C2920,Male,30.0,Clothing,Men's T-Shirt,1,556,556,South
100921,2024-02-29,C2921,Male,33.0,Clothing,Sneakers,1,1506,1506,South
100922,2024-09-04,C2922,Male,41.0,Electronics,Smartphone Case,1,1296,1296,North
