TransactionID,Amount,Hour,TransactionsLast24h,DistanceFromHome,IsForeignTxn,IsOnline,Class
1373,1.0,8,3,4.9,0,1,0
1374,13.83,13,1,4.0,0,1,0
1375,82.43,4,3,15.8,0,0,0
1376,3.2,11,1,0.4,0,1,0
1377,81.28,9,2,3.8,0,0,0
1378,58.37,15,2,15.0,1,0,0
1379,19.05,17,1,5.9,0,0,0
1380,80.79,16,1,10.3,1,1,0
1381,45.0,14,4,5.1,0,1,0
1382,8.98,16,1,10.4,0,1,0
1383,15.44,14,7,7.8,0,0,0
1384,233.4,8,4,7.1,1,0,0
1385,258.52,17,4,10.1,0,0,0
1386,31.97,12,4,0.6,0,0,0
1387,41.39,12,6,1.4,0,1,0
1388,23.31,10,2,5.0,0,0,0
1389,20.78,8,3,2.7,0,0,0
1390,1.0,21,5,3.5,0,0,0
1391,1.0,8,3,9.9,0,1,0
1392,11.39,18,4,6.7,0,1,0
1393,81.94,7,1,18.9,0,0,0
1394,5.14,9,2,6.0,0,1,0
1395,3.95,19,4,1.3,0,0,0
1396,82.64,10,3,0.4,0,0,0
1397,20.89,1,2,24.1,0,1,0
1398,125.14,14,7,8.6,0,0,0
1399,12.69,5,4,18.4,0,1,0
1400,26.38,9,4,8.5,0,0,0
1401,11.22,11,2,1.7,0,1,0
1402,44.98,11,9,2.2,0,1,0
1403,15.33,12,2,1.2,0,0,0
1404,178.27,6,3,27.8,0,1,0
1405,140.5,12,3,1.4,0,0,0
1406,30.18,18,3,0.9,0,1,0
1407,8.16,18,6,19.1,1,1,0
1408,151.0,18,3,7.2,0,0,0
1409,37.07,8,1,1.2,0,1,0
1410,22.35,17,4,2.9,0,0,0
1411,48.04,17,2,6.7,0,0,0
1412,123.76,22,8,8.7,0,0,0
1413,99.37,20,2,1.3,0,0,0
1414,17.06,21,1,5.9,1,1,0
1415,83.93,17,5,4.7,0,1,0
1416,56.37,8,7,23.8,0,1,0
1417,65.72,17,3,3.6,0,0,0
1418,127.56,8,3,15.8,1,1,0
1419,57.63,12,1,2.2,0,0,0
1420,15.88,9,2,14.1,0,0,0
1421,19.53,8,2,2.3,0,0,0
1422,13.9,12,4,22.5,0,0,0
1423,66.4,6,6,8.2,1,1,0
1424,10.87,21,3,0.5,0,0,0
1425,21.72,16,3,1.5,0,1,0
1426,49.35,22,4,5.1,0,0,0
1427,1.0,14,3,0.1,0,0,0
1428,62.93,7,3,21.4,0,0,0
1429,76.26,7,2,0.4,0,0,0
1430,13.31,7,1,3.0,1,1,0
1431,41.43,16,3,33.0,0,0,0
1432,45.28,6,3,22.2,0,1,0
1433,28.52,7,6,4.4,0,0,0
1434,1.48,4,2,8.9,0,0,0
1435,120.41,20,2,17.7,0,0,0
1436,40.48,15,3,14.1,0,0,0
1437,64.82,18,3,2.7,0,0,0
1438,26.77,14,3,7.0,0,1,0
1439,98.21,8,3,10.6,0,1,0
1440,86.8,18,5,3.4,0,0,0
1441,60.62,18,4,22.4,0,1,0
1442,54.27,5,3,30.4,0,1,0
1443,117.71,19,2,15.7,0,0,0
1444,16.83,14,3,16.3,0,1,0
1445,65.51,18,4,11.6,0,0,0
1446,245.94,11,2,6.5,1,0,0
1447,84.36,10,4,1.0,0,0,0
1448,22.6,17,4,3.3,0,0,0
1449,116.71,22,4,12.1,0,0,0
1450,10.29,13,1,4.8,0,0,0
1451,77.91,14,3,3.7,0,1,0
1452,98.19,6,2,0.7,0,1,0
1453,213.78,4,3,1.2,0,1,0
1454,128.24,17,5,8.3,0,0,0
1455,6.35,10,4,8.1,0,1,0
1456,19.09,20,0,6.9,0,0,0
1457,58.93,8,8,14.2,0,1,0
1458,74.06,11,0,6.4,0,1,0
1459,11.91,10,3,15.6,0,0,0
1460,173.78,16,2,0.1,0,0,0
1461,92.8,14,2,13.3,1,1,0
1462,92.41,8,3,7.2,0,1,0
1463,22.71,11,1,6.8,0,1,0
1464,363.23,2,2,8.2,0,1,0
1465,16.31,12,3,0.4,0,1,0
1466,34.7,22,2,9.8,0,1,0
1467,83.9,17,2,4.0,0,0,0
1468,16.99,21,2,17.6,0,1,0
1469,17.22,11,2,3.7,1,1,0
1470,56.8,18,1,10.2,0,1,0
1471,35.86,18,3,6.5,0,0,0
1472,94.17,11,5,26.3,0,0,0
1473,35.86,7,5,26.3,0,0,0
1474,1.5,9,4,0.2,1,0,0
1475,23.02,7,5,8.6,0,0,0
1476,23.48,21,3,23.6,0,0,0
1477,11.04,2,5,3.3,0,1,0
1478,266.56,11,0,10.7,0,1,0
1479,54.42,3,2,18.4,0,0,0
1480,2.51,11,5,10.3,0,0,0
1481,4.79,12,1,2.7,0,0,0
1482,13.33,0,5,10.6,0,1,0
1483,5.27,17,2,2.8,0,0,0
1484,1.0,14,5,0.1,1,1,0
1485,14.83,14,3,15.3,0,0,0
1486,12.78,8,4,0.7,0,0,0
1487,91.27,12,2,25.5,0,0,0
1488,43.4,10,0,1.7,0,1,0
1489,20.28,19,4,6.3,0,1,0
1490,46.97,17,1,2.7,0,1,0
1491,2.69,14,1,9.4,0,1,0
1492,12.53,13,2,35.1,1,1,0
1493,10.73,10,4,3.1,0,0,0
1494,47.73,19,2,1.1,0,1,0
1495,64.5,10,4,0.7,0,1,0
1496,11.84,12,2,4.1,0,1,0
1497,124.83,11,3,13.0,0,0,0
1498,67.24,8,1,7.0,0,1,0
1499,34.97,17,2,12.3,0,1,0
1500,11.37,18,5,18.4,0,0,0
1501,216.58,17,2,47.7,0,0,0
1502,149.35,17,3,5.5,0,1,0
1503,32.7,20,4,14.9,0,1,0
1504,6.01,10,4,6.3,0,1,0
1505,5.85,8,3,8.1,0,0,0
1506,35.58,14,2,14.8,0,0,0
1507,77.19,9,2,0.6,0,0,0
1508,68.4,9,5,14.5,0,1,0
1509,104.93,14,4,1.5,0,0,0
1510,418.62,16,6,3.5,0,1,0
1511,49.76,11,3,5.9,0,1,0
1512,87.49,17,1,4.2,0,0,0
1513,2.76,8,3,0.1,0,0,0
1514,49.36,14,5,7.8,0,1,0
1515,17.55,6,1,7.7,0,1,0
1516,23.47,3,3,8.7,0,0,0
1517,1.42,8,1,22.7,0,0,0
1518,1.31,18,5,8.2,0,1,0
1519,18.7,14,2,5.7,0,0,0
1520,1.03,23,5,27.3,0,0,0
1521,77.45,12,4,18.9,0,0,0
1522,5.21,7,0,15.2,0,0,0
1523,220.66,17,3,7.3,0,0,0
1524,47.05,0,1,0.6,0,0,0
1525,2.17,15,2,65.6,0,1,0
1526,82.48,10,3,8.4,0,0,0
1527,5.8,17,2,4.1,1,0,0
1528,71.74,14,4,8.2,0,1,0
1529,215.73,17,1,21.0,0,1,0
1530,18.09,10,4,3.7,0,0,0
1531,82.63,18,2,10.7,0,0,0
1532,726.65,1,11,21.1,1,1,1
1533,43.62,13,2,9.5,0,1,0
1534,17.37,11,6,24.2,0,0,0
1535,1.27,10,1,0.3,0,1,0
1536,5.94,8,3,2.3,0,1,0
1537,18.95,0,4,11.6,0,1,0
1538,8.3,9,1,25.4,0,0,0
1539,26.24,21,3,6.9,1,0,0
1540,14.19,21,3,0.9,0,0,0
1541,99.25,15,1,21.1,0,0,0
1542,22.71,7,3,4.1,0,0,0
1543,39.05,10,3,24.6,0,0,0
1544,1.0,9,1,25.0,0,1,0
1545,10.19,17,3,2.2,0,1,0
1546,3.06,17,7,3.2,0,1,0
1547,6.76,8,2,1.8,0,0,0
1548,6.97,21,1,2.8,0,0,0
1549,36.94,14,0,16.2,0,0,0
1550,6.77,9,0,0.8,0,1,0
1551,8.56,13,2,12.3,0,0,0
1552,107.78,7,3,5.1,1,0,0
1553,17.63,17,2,5.6,0,0,0
1554,13.11,16,1,20.6,1,1,0
1555,29.66,18,1,1.3,0,1,0
1556,23.12,20,6,14.3,0,1,0
1557,16.21,14,6,34.2,0,1,0
1558,5.11,0,2,7.3,0,0,0
1559,209.26,17,5,4.9,0,0,0
1560,13.73,8,5,1.2,0,1,0
1561,42.61,11,4,1.7,0,0,0
1562,25.57,17,2,13.3,0,0,0
1563,2.64,15,5,10.6,0,0,0
1564,8.4,17,3,6.4,0,0,0
1565,40.32,14,2,5.1,0,1,0
1566,3.18,15,3,1.7,0,1,0
1567,9.87,8,1,3.1,0,1,0
1568,20.68,11,3,3.7,0,1,0
1569,79.56,22,2,21.3,0,1,0
1570,34.93,16,5,1.0,0,1,0
1571,85.46,7,3,14.6,0,0,0
1572,26.74,12,5,34.1,1,0,0
1573,32.4,12,2,13.6,1,0,0
1574,40.27,12,2,4.7,0,1,0
1575,94.94,13,3,3.9,0,1,0
1576,103.08,12,1,0.4,0,0,0
1577,850.09,21,6,72.3,1,1,1
1578,9.24,13,3,2.0,0,1,0
1579,324.87,5,16,20.8,1,1,1
1580,49.77,4,5,31.9,1,1,0
1581,27.62,19,3,1.5,0,0,0
1582,74.29,8,0,12.7,0,1,0
1583,57.95,19,3,6.3,0,0,0
1584,45.9,8,2,6.5,0,0,0
1585,8.15,10,1,1.3,0,0,0
1586,56.27,10,5,1.3,0,0,0
1587,1.0,8,5,2.9,0,1,0
1588,11.73,18,3,16.7,0,1,0
1589,34.61,15,5,1.2,0,1,0
1590,216.02,0,3,19.3,0,0,0
1591,91.7,15,4,0.1,0,0,0
1592,62.83,13,3,0.1,0,1,0
1593,9.68,18,4,15.0,0,0,0
1594,73.2,14,2,34.0,0,1,0
1595,165.56,20,0,0.1,0,0,0
1596,7.39,11,2,8.6,0,1,0
1597,31.96,1,1,16.8,0,0,0
1598,78.35,8,2,4.3,0,0,0
1599,81.17,9,3,4.8,0,1,0
1600,70.0,2,5,3.1,0,0,0
1601,55.58,10,2,8.4,1,0,0
1602,40.97,9,3,4.1,0,0,0
1603,81.94,22,3,11.8,0,0,0
1604,1.0,10,2,14.4,0,1,0
1605,1.52,17,2,21.6,1,0,0
1606,11.59,17,5,12.4,0,1,0
1607,86.6,19,3,6.6,0,0,0
1608,102.82,11,3,19.7,0,1,0
1609,111.79,20,1,2.5,0,1,0
1610,30.46,16,4,4.7,0,1,0
1611,132.5,21,1,3.2,0,1,0
1612,11.98,19,1,1.2,0,1,0
1613,40.28,21,1,6.4,0,1,0
1614,25.97,9,3,6.0,0,1,0
1615,45.15,15,1,1.5,0,1,0
1616,1.0,15,4,8.8,0,0,0
1617,75.7,17,3,3.8,0,0,0
1618,149.21,12,4,10.2,0,1,0
1619,57.09,9,2,8.8,0,1,0
1620,81.49,17,3,2.0,0,1,0
1621,14.84,8,2,2.5,0,0,0
1622,165.38,14,1,2.7,0,0,0
1623,41.99,4,3,1.2,0,0,0
1624,243.79,21,1,11.4,0,0,0
1625,49.56,10,5,2.1,0,0,0
1626,17.55,21,2,0.8,0,0,0
1627,246.74,10,4,4.2,0,0,0
1628,43.95,12,9,15.9,0,1,0
1629,21.28,14,5,4.0,0,1,0
1630,36.27,7,7,2.3,1,1,0
1631,1.11,18,2,7.3,1,0,0
1632,31.14,10,4,10.0,0,1,0
1633,33.29,18,3,4.9,0,0,0
1634,48.53,14,5,3.4,0,0,0
1635,66.72,9,3,3.1,0,1,0
1636,60.91,16,3,2.9,0,1,0
1637,128.72,15,6,6.0,0,1,0
1638,107.56,18,4,4.0,0,0,0
1639,190.94,18,5,6.7,0,0,0
1640,38.23,3,4,9.2,1,0,0
1641,18.83,8,3,3.4,0,0,0
1642,5.95,10,2,2.1,0,0,0
1643,1.03,14,2,19.0,0,0,0
1644,50.29,17,5,18.0,0,0,0
1645,50.69,18,1,3.4,0,1,0
1646,149.23,15,4,0.5,0,0,0
1647,24.28,17,6,19.2,0,1,0
1648,104.31,13,4,5.4,0,0,0
1649,60.8,10,3,3.5,0,0,0
1650,7.37,12,6,9.9,0,1,0
1651,104.65,17,0,14.1,0,1,0
1652,15.02,16,2,19.9,0,0,0
1653,16.33,17,3,9.5,0,0,0
1654,29.0,6,0,3.0,0,1,0
1655,255.47,16,3,24.3,0,0,0
1656,101.48,15,1,9.6,0,1,0
1657,39.68,14,4,24.9,0,0,0
1658,6.4,12,0,7.7,0,0,0
1659,197.23,14,5,11.8,0,1,0
1660,5.7,11,5,0.7,0,1,0
1661,53.04,13,3,0.6,0,0,0
1662,58.03,16,4,1.9,0,1,0
1663,25.81,10,2,36.9,0,1,0
1664,215.91,12,3,12.2,0,0,0
1665,150.16,8,2,13.0,0,1,0
1666,33.32,11,2,0.2,0,1,0
1667,18.97,7,0,15.0,0,1,0
1668,7.99,16,1,7.4,0,1,0
1669,137.44,8,3,5.1,1,0,0
1670,128.36,8,2,4.4,0,1,0
1671,59.34,9,4,2.2,0,0,0
1672,135.97,13,2,2.6,0,0,0
1673,29.86,16,4,11.5,0,0,0
1674,19.27,14,1,1.5,0,1,0
1675,196.93,14,6,7.7,0,0,0
1676,4.23,6,6,13.6,0,0,0
1677,54.17,16,2,0.3,0,1,0
1678,54.5,8,0,2.6,0,0,0
1679,52.54,18,5,29.0,0,1,0
1680,117.94,11,1,13.4,0,0,0
1681,166.52,14,3,1.8,0,1,0
1682,36.25,11,1,15.6,0,1,0
1683,17.3,12,3,2.5,0,0,0
1684,161.5,19,1,2.2,0,0,0
1685,54.71,16,5,8.9,0,0,0
1686,2.35,3,4,15.3,0,1,0
1687,176.32,22,4,1.4,0,1,0
1688,17.41,21,4,15.6,0,0,0
1689,135.71,9,2,7.1,0,0,0
1690,60.79,11,2,0.5,0,0,0
1691,6.36,12,4,1.1,0,1,0
1692,146.95,17,5,0.8,0,1,0
1693,66.16,8,4,7.4,0,1,0
1694,31.28,19,1,8.7,0,0,0
1695,140.52,7,3,0.8,0,1,0
1696,31.39,6,2,14.7,0,1,0
1697,19.64,14,0,2.4,0,1,0
1698,30.51,11,1,2.0,0,1,0
1699,7.61,18,3,3.4,0,1,0
1700,54.44,15,2,17.4,0,1,0
1701,20.09,17,3,0.6,0,1,0
1702,12.67,12,3,4.8,0,0,0
1703,54.51,17,0,2.4,0,1,0
1704,12.97,17,3,6.8,0,1,0
1705,38.09,6,5,3.4,0,0,0
1706,7.4,12,2,21.2,0,0,0
1707,268.44,11,4,0.8,0,0,0
1708,48.85,17,5,17.8,0,1,0
1709,29.19,13,4,2.4,0,1,0
1710,51.24,13,3,10.3,0,0,0
1711,91.45,14,9,3.6,0,0,0
1712,4.13,7,2,8.0,0,1,0
1713,20.52,15,1,11.0,0,0,0
1714,34.55,9,0,5.2,0,1,0
1715,91.12,15,4,1.9,0,0,0
1716,2.77,10,2,5.0,0,1,0
1717,37.79,19,1,10.8,0,1,0
1718,10.78,17,4,7.8,0,1,0
1719,55.39,9,2,0.5,0,1,0
1720,17.6,8,3,7.5,0,0,0
1721,24.6,13,1,4.4,0,0,0
1722,91.62,12,8,5.6,0,1,0
1723,78.8,12,3,4.2,0,1,0
1724,79.26,16,1,19.4,0,0,0
1725,181.4,6,2,0.7,0,1,0
1726,68.68,9,4,14.1,0,0,0
1727,13.14,18,2,6.1,0,1,0
1728,88.92,21,6,4.3,0,0,0
1729,501.19,15,9,59.7,0,1,1
1730,79.32,18,3,0.2,0,1,0
1731,2.03,7,2,27.5,1,1,0
1732,24.11,17,4,26.6,0,1,0
1733,13.67,20,2,4.3,0,0,0
1734,7.58,12,2,14.0,1,0,0
1735,50.14,19,3,1.9,0,1,0
1736,62.98,10,3,0.7,0,1,0
1737,70.81,8,6,3.2,0,0,0
1738,148.36,19,4,37.2,0,1,0
1739,38.73,12,2,2.8,0,0,0
1740,40.74,13,3,0.9,0,1,0
1741,85.52,18,6,10.0,0,0,0
1742,102.96,22,3,9.7,0,0,0
1743,70.55,15,6,7.5,0,0,0
1744,28.58,17,2,0.2,0,1,0
1745,32.29,8,1,4.8,0,0,0
1746,83.97,13,2,4.2,0,0,0
1747,85.02,17,4,2.9,0,0,0
1748,230.1,16,3,8.2,0,0,0
1749,60.53,15,3,10.0,0,0,0
1750,8.17,8,1,3.1,0,0,0
1751,31.13,20,1,0.0,0,0,0
1752,136.47,9,3,4.4,1,0,0
1753,16.3,4,1,1.5,0,0,0
1754,5.86,16,3,4.5,0,1,0
1755,34.15,17,3,17.4,1,1,0
1756,2.01,12,5,11.2,0,0,0
1757,61.92,13,3,1.5,0,1,0
1758,72.51,11,3,9.8,0,1,0
1759,14.19,21,3,7.4,0,0,0
1760,2.06,17,1,0.1,0,1,0
1761,42.25,9,1,6.4,0,0,0
1762,5.23,10,0,28.1,0,0,0
1763,2.67,16,7,9.3,1,1,0
1764,9.5,9,3,8.7,0,1,0
1765,6.51,22,2,2.3,0,0,0
1766,4.09,17,3,7.9,0,1,0
1767,264.19,13,4,2.2,0,0,0
1768,35.21,13,6,5.7,1,1,0
1769,1.0,16,6,11.6,0,0,0
1770,65.53,13,3,2.2,0,0,0
1771,35.18,10,2,0.5,1,0,0
1772,67.57,10,4,3.7,0,0,0
1773,29.85,16,0,23.0,0,0,0
1774,284.25,14,3,5.3,0,1,0
1775,2.01,17,2,5.9,0,1,0
1776,25.22,16,2,1.2,0,0,0
1777,105.02,7,5,4.0,0,1,0
1778,16.34,16,5,0.9,0,1,0
1779,86.15,6,4,1.0,0,0,0
1780,17.97,8,2,1.0,0,0,0
1781,6.41,14,5,5.6,0,1,0
1782,1.0,9,4,22.1,0,1,0
1783,8.68,2,5,4.2,0,0,0
1784,38.36,14,3,6.7,0,0,0
1785,25.07,15,5,2.4,0,0,0
1786,25.21,15,4,18.2,0,0,0
1787,32.67,10,4,3.8,0,1,0
1788,82.54,9,4,21.9,0,1,0
1789,96.24,15,3,14.6,0,0,0
1790,1.0,8,2,8.0,0,1,0
1791,57.2,10,4,0.4,1,1,0
1792,161.03,15,2,2.2,0,1,0
1793,11.65,15,4,3.0,0,1,0
1794,7.42,10,1,4.6,0,1,0
1795,133.6,9,1,7.5,1,0,0
1796,40.63,16,1,8.6,0,1,0
1797,33.02,8,2,2.2,0,0,0
1798,18.2,10,4,0.8,0,0,0
1799,21.27,17,2,15.6,0,0,0
1800,134.47,9,3,17.9,0,0,0
1801,29.08,17,2,1.3,0,0,0
1802,112.3,18,2,14.3,0,0,0
1803,18.96,9,2,5.7,0,1,0
1804,2.9,12,6,14.1,0,0,0
1805,85.3,16,1,0.1,0,0,0
1806,22.58,19,2,7.4,0,0,0
1807,166.91,16,8,1.0,0,0,0
1808,67.94,17,2,1.3,0,0,0
1809,50.29,10,3,6.4,0,0,0
1810,47.26,8,3,2.8,0,0,0
1811,13.71,12,7,6.1,0,0,0
1812,92.73,20,3,2.5,0,0,0
1813,88.14,13,3,8.5,0,0,0
1814,44.48,19,3,8.8,0,0,0
1815,205.33,8,3,1.2,0,1,0
1816,1.0,10,2,3.8,0,1,0
1817,1.85,12,2,1.6,0,0,0
1818,55.04,11,5,26.3,0,1,0
1819,72.86,15,1,6.1,0,0,0
1820,90.11,3,7,23.1,0,1,0
1821,129.5,21,5,15.7,0,1,0
1822,63.31,7,2,4.3,0,0,0
1823,94.26,12,1,2.4,0,1,0
1824,40.59,10,4,10.5,0,1,0
1825,59.89,16,1,4.0,0,1,0
1826,9.09,21,5,14.2,0,0,0
1827,127.59,11,1,26.8,0,0,0
1828,8.45,10,3,23.6,0,0,0
1829,115.28,9,5,0.7,0,1,0
1830,126.51,21,2,21.7,0,0,0
1831,147.29,21,4,3.0,0,0,0
1832,118.13,7,4,0.1,0,1,0
1833,85.31,21,3,9.0,0,0,0
1834,196.32,15,3,1.6,0,0,0
1835,11.02,9,3,0.6,1,0,0
1836,16.12,22,4,1.4,0,1,0
1837,1.8,12,6,3.5,0,0,0
1838,6.45,13,2,3.5,0,0,0
1839,149.01,10,4,6.6,0,0,0
1840,89.07,10,0,3.2,0,1,0
1841,19.05,10,6,0.3,0,0,0
1842,74.22,20,1,2.8,0,0,0
1843,121.93,15,4,1.5,1,1,0
1844,31.6,9,2,3.7,1,0,0
1845,53.92,21,1,13.2,0,0,0
1846,44.58,13,3,11.6,0,1,0
1847,35.46,8,5,2.5,0,1,0
1848,92.68,13,3,8.0,0,0,0
1849,59.07,10,3,13.5,0,0,0
1850,13.85,15,5,12.7,0,0,0
1851,62.52,19,4,25.8,0,1,0
1852,87.29,16,4,13.7,1,1,0
1853,8.19,14,1,6.0,0,1,0
1854,29.04,17,3,7.1,0,1,0
1855,11.74,21,8,19.9,0,1,0
1856,150.64,17,4,11.3,0,1,0
1857,12.47,11,0,11.7,0,0,0
1858,59.73,2,1,7.7,0,0,0
1859,83.95,13,2,3.4,0,1,0
1860,96.97,12,1,0.5,0,1,0
1861,10.61,16,1,8.8,0,0,0
1862,71.67,11,5,10.3,0,1,0
1863,272.24,16,4,25.1,0,0,0
1864,17.15,6,6,4.1,0,1,0
1865,44.81,21,7,3.1,1,1,0
1866,154.94,9,0,5.8,0,0,0
1867,35.44,0,1,2.9,0,1,0
1868,65.77,9,5,8.7,0,0,0
1869,20.77,11,5,3.6,0,0,0
1870,40.77,11,3,26.1,0,0,0
1871,313.4,15,3,6.2,0,0,0
1872,40.63,13,2,13.7,0,0,0
1873,55.77,12,0,16.7,0,0,0
1874,112.15,17,2,0.3,0,0,0
1875,62.39,7,1,10.8,0,0,0
1876,180.05,14,4,14.1,0,0,0
1877,32.72,11,2,2.3,1,0,0
1878,75.34,16,4,1.3,0,0,0
1879,63.7,8,2,14.5,0,1,0
1880,25.67,10,4,3.6,0,0,0
1881,77.78,16,1,3.1,0,0,0
1882,174.19,16,4,18.8,0,0,0
1883,1.0,20,2,0.6,0,0,0
1884,29.2,15,3,5.2,0,0,0
1885,1.71,9,3,5.1,0,0,0
1886,218.21,9,5,14.4,0,1,0
1887,75.2,17,1,17.5,0,0,0
1888,6.13,14,0,2.7,0,0,0
1889,180.09,7,1,20.2,0,0,0
1890,55.68,16,2,4.7,0,0,0
1891,41.86,9,5,5.3,0,1,0
1892,4.58,8,2,27.3,0,0,0
1893,60.64,14,2,3.1,0,0,0
1894,52.64,12,3,3.3,0,0,0
1895,6.5,10,2,11.8,0,0,0
1896,270.78,12,2,9.1,0,0,0
1897,27.32,16,2,9.9,0,0,0
1898,43.4,18,4,8.2,0,1,0
1899,103.04,15,6,3.8,0,0,0
1900,33.01,12,1,10.7,0,1,0
1901,54.51,23,1,34.6,0,1,0
1902,16.47,5,2,2.8,0,0,0
1903,12.43,12,2,3.0,0,0,0
1904,16.7,9,0,2.9,0,1,0
1905,95.02,8,2,3.8,0,0,0
1906,29.07,17,4,19.6,0,0,0
1907,65.91,17,2,7.0,0,1,0
1908,17.37,22,1,4.7,0,1,0
1909,6.93,9,1,5.0,0,1,0
1910,181.2,10,1,12.4,0,0,0
1911,158.42,13,4,3.5,0,0,0
1912,42.77,7,1,5.9,0,1,0
1913,69.92,10,5,7.7,0,1,0
1914,88.51,9,2,1.4,0,1,0
1915,20.91,22,2,3.0,0,1,0
1916,26.53,8,2,4.3,0,1,0
1917,4.83,20,7,0.5,0,0,0
1918,107.82,10,6,30.2,0,1,0
1919,19.79,17,4,4.4,0,0,0
1920,67.51,17,1,1.6,0,0,0
1921,19.2,11,3,1.7,0,0,0
1922,58.27,14,2,18.1,0,0,0
1923,18.36,12,1,8.4,0,1,0
1924,39.3,20,2,8.8,0,1,0
1925,80.45,17,2,1.1,0,0,0
1926,129.48,4,3,0.7,0,1,0
1927,3.2,1,2,23.0,0,1,0
1928,151.6,18,3,0.2,0,0,0
1929,35.07,8,4,4.0,0,1,0
1930,14.96,17,2,0.6,0,1,0
1931,73.15,14,5,7.4,0,1,0
1932,764.85,1,11,51.3,0,1,1
1933,1.0,16,3,9.7,0,0,0
1934,65.58,14,4,6.7,1,1,0
1935,56.03,15,3,5.1,0,0,0
1936,43.74,19,2,7.1,0,0,0
1937,81.26,13,2,8.0,0,1,0
1938,113.74,17,2,10.7,0,0,0
1939,57.21,15,6,2.7,1,0,0
1940,54.15,17,4,2.6,0,0,0
1941,18.42,8,0,3.5,0,0,0
1942,50.99,13,2,13.7,0,1,0
1943,49.79,18,3,12.4,0,1,0
1944,6.35,17,0,13.2,0,1,0
1945,56.62,8,7,9.0,0,0,0
1946,28.63,11,1,9.4,0,0,0
1947,13.39,13,4,17.6,0,0,0
1948,16.37,5,3,1.0,0,1,0
1949,73.06,9,4,10.7,0,1,0
1950,69.29,11,1,9.6,0,0,0
1951,63.15,18,7,36.1,0,1,0
1952,21.53,14,2,6.8,0,1,0
1953,65.03,8,5,19.6,0,0,0
1954,88.02,21,1,6.1,0,0,0
1955,105.5,11,4,13.9,0,1,0
1956,10.35,14,2,9.0,0,0,0
1957,36.12,16,4,15.2,0,1,0
1958,18.28,3,1,3.5,0,0,0
1959,45.41,14,2,2.4,0,0,0
1960,38.13,10,6,4.2,0,0,0
1961,49.78,7,1,11.4,0,0,0
1962,12.87,8,1,2.5,0,1,0
1963,16.41,10,5,11.7,0,0,0
1964,193.04,13,3,25.5,0,0,0
1965,24.06,13,2,12.1,0,1,0
1966,53.31,16,4,3.0,0,1,0
1967,144.63,13,2,3.3,0,0,0
1968,8.15,11,4,4.1,0,0,0
1969,15.33,10,1,3.4,0,0,0
1970,1.04,22,1,1.8,0,0,0
1971,89.76,10,4,0.9,0,1,0
1972,30.89,13,1,13.2,0,0,0
1973,4.29,20,0,20.5,0,0,0
1974,92.83,10,1,8.4,0,1,0
1975,51.74,18,4,0.8,0,0,0
1976,64.28,11,1,2.0,0,1,0
1977,13.31,19,1,13.8,0,1,0
1978,48.06,14,4,0.5,0,0,0
1979,18.3,17,3,1.0,0,0,0
1980,105.11,8,3,0.1,0,1,0
1981,13.38,9,1,11.0,0,0,0
1982,118.79,17,6,8.3,0,0,0
1983,31.01,18,4,13.4,0,0,0
1984,38.11,10,4,31.5,0,0,0
1985,80.31,15,0,0.5,0,1,0
1986,112.07,7,1,22.7,0,1,0
1987,25.26,8,4,38.6,0,0,0
1988,2.28,10,1,12.7,0,0,0
1989,62.9,12,2,0.7,0,0,0
1990,78.09,18,1,8.2,0,0,0
1991,31.61,2,4,2.7,0,1,0
1992,62.68,8,2,0.8,0,0,0
1993,3.01,13,10,11.1,1,0,0
1994,103.69,9,0,4.1,0,1,0
1995,39.11,17,4,28.7,0,0,0
1996,77.28,9,4,0.2,0,0,0
1997,1.0,9,3,14.8,0,0,0
1998,1.0,12,1,0.8,0,0,0
1999,57.59,15,3,4.0,0,0,0
2000,150.13,7,5,2.3,0,0,0
2001,8.4,14,5,12.3,0,1,0
2002,8.6,16,2,8.4,0,1,0
2003,24.17,15,3,5.2,0,0,0
2004,62.54,15,5,1.9,0,0,0
2005,23.77,9,3,11.7,0,1,0
2006,143.17,12,3,28.2,0,0,0
2007,9.01,18,1,3.6,0,1,0
2008,37.8,7,4,1.0,1,0,0
2009,8.18,10,5,8.1,0,0,0
2010,184.51,8,5,11.5,0,0,0
2011,18.99,15,3,34.0,0,0,0
2012,63.72,23,7,25.5,0,1,1
2013,81.9,4,1,2.6,0,0,0
2014,58.96,18,3,3.9,0,0,0
2015,5.32,18,5,13.8,0,0,0
2016,35.8,9,3,6.0,0,1,0
2017,151.58,14,6,5.0,0,1,0
2018,186.71,23,1,4.3,0,1,0
2019,27.54,9,1,5.6,0,1,0
2020,6.99,8,1,1.6,0,1,0
2021,41.84,10,4,2.8,0,1,0
2022,2.44,18,2,0.0,0,0,0
2023,75.81,15,2,13.4,0,1,0
2024,61.92,20,2,2.3,0,1,0
2025,65.09,12,3,0.3,0,1,0
2026,7.45,15,4,5.2,0,0,0
2027,10.54,20,2,4.3,1,0,0
2028,54.55,11,2,7.2,0,1,0
2029,6.55,17,7,4.1,0,0,0
2030,118.94,17,3,2.6,0,0,0
2031,19.13,11,3,0.4,0,0,0
2032,117.86,14,2,5.2,0,1,0
2033,42.4,15,3,2.0,0,1,0
2034,39.8,13,5,15.2,0,0,0
2035,67.56,19,3,4.3,0,0,0
2036,55.26,11,8,22.4,1,0,0
